,YelpID,Name,Latitude,Longitude,Address,Rating,Reviews,name_lower,FacilityCategory,BusinessName,FullAddress,AddrNum,StreetName,StreetType,PostDir,City,ZipCode,YearOfInspection,InspectionScore,business_lower
335,Khn0tS_qaJlQSfcvwMz_SA,Chipotle Mexican Grill,44.9736484659689,-93.275380789734,"1040 Nicollet Mall, Minneapolis 55403",3.5,49,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,2600 HENNEPIN AVE,2600.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,100,chipotle mexican grill
336,Khn0tS_qaJlQSfcvwMz_SA,Chipotle Mexican Grill,44.9736484659689,-93.275380789734,"1040 Nicollet Mall, Minneapolis 55403",3.5,49,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,225 HENNEPIN AVE E,225.0,HENNEPIN,AVE,E,Minneapolis,55413.0,2019,100,chipotle mexican grill
337,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,3040 EXCELSIOR BLVD #104,3040.0,EXCELSIOR,BLVD,,Minneapolis,55416.0,2019,100,chipotle mexican grill
338,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,229 CEDAR AVE S,229.0,CEDAR,AVE,S,Minneapolis,55454.0,2019,100,chipotle mexican grill
339,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,1040 NICOLLET MALL,1040.0,NICOLLET MALL,,,Minneapolis,55403.0,2019,100,chipotle mexican grill
340,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,2600 HENNEPIN AVE,2600.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,100,chipotle mexican grill
341,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,225 HENNEPIN AVE E,225.0,HENNEPIN,AVE,E,Minneapolis,55413.0,2019,100,chipotle mexican grill
342,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,3040 EXCELSIOR BLVD #104,3040.0,EXCELSIOR,BLVD,,Minneapolis,55416.0,2019,100,chipotle mexican grill
343,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,229 CEDAR AVE S,229.0,CEDAR,AVE,S,Minneapolis,55454.0,2019,100,chipotle mexican grill
344,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,1040 NICOLLET MALL,1040.0,NICOLLET MALL,,,Minneapolis,55403.0,2019,100,chipotle mexican grill
345,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,2600 HENNEPIN AVE,2600.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,100,chipotle mexican grill
346,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,225 HENNEPIN AVE E,225.0,HENNEPIN,AVE,E,Minneapolis,55413.0,2019,100,chipotle mexican grill
347,MY6cgdcuYVgegivXPyWiVQ,Uptown Tavern & Rooftop,44.94941,-93.29739,"1400 Lagoon Ave, Minneapolis 55408",2.5,257,uptown tavern & rooftop,RESTAURANT,UPTOWN TAVERN & ROOFTOP,1400 LAGOON AVE,1400.0,LAGOON,AVE,,Minneapolis,55408.0,2019,96,uptown tavern & rooftop
348,hDRbeM-qZZwMVOCPyzUn9Q,The Office Pub & Grill,44.9845585984813,-93.273138682413,"307 Washington Ave N, Minneapolis 55401",4.0,30,the office pub & grill,RESTAURANT,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,307.0,WASHINGTON,AVE,N,Minneapolis,55401.0,2019,98,the office pub & grill
349,hPOU6JQoAIYU5Jl4l8sGYw,Hamdi Restaurant,44.94862,-93.2619,"818 E Lake St, Minneapolis 55407",4.0,18,hamdi restaurant,RESTAURANT,HAMDI RESTAURANT,818 LAKE ST E,818.0,LAKE,ST,E,Minneapolis,55407.0,2019,100,hamdi restaurant
350,VP7_OqfXyyA07M4UJXsuDw,Davanni's Pizza & Hot Hoagies,44.974805,-93.281171,"1242 Hennepin Ave, Minneapolis 55403",3.5,49,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,2500 RIVERSIDE AVE,2500.0,RIVERSIDE,AVE,,Minneapolis,55454.0,2019,94,davanni's pizza & hot hoagies
351,VP7_OqfXyyA07M4UJXsuDw,Davanni's Pizza & Hot Hoagies,44.974805,-93.281171,"1242 Hennepin Ave, Minneapolis 55403",3.5,49,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,1242 HENNEPIN AVE,1242.0,HENNEPIN,AVE,,Minneapolis,55403.0,2019,96,davanni's pizza & hot hoagies
352,hgzlu84sN-VOKfKJeM3fXQ,Davanni's Pizza & Hot Hoagies,44.9655876159668,-93.2358856201172,"2500 Riverside Ave, Minneapolis 55454",3.5,31,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,2500 RIVERSIDE AVE,2500.0,RIVERSIDE,AVE,,Minneapolis,55454.0,2019,94,davanni's pizza & hot hoagies
353,hgzlu84sN-VOKfKJeM3fXQ,Davanni's Pizza & Hot Hoagies,44.9655876159668,-93.2358856201172,"2500 Riverside Ave, Minneapolis 55454",3.5,31,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,1242 HENNEPIN AVE,1242.0,HENNEPIN,AVE,,Minneapolis,55403.0,2019,96,davanni's pizza & hot hoagies
354,jEW3uIhh8xP5IH6DPLKEvg,Davanni's Pizza & Hot Hoagies,44.911956339858,-93.353314886647,"5124 Gus Young Ln, Minneapolis 55436",3.5,23,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,2500 RIVERSIDE AVE,2500.0,RIVERSIDE,AVE,,Minneapolis,55454.0,2019,94,davanni's pizza & hot hoagies
355,jEW3uIhh8xP5IH6DPLKEvg,Davanni's Pizza & Hot Hoagies,44.911956339858,-93.353314886647,"5124 Gus Young Ln, Minneapolis 55436",3.5,23,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,1242 HENNEPIN AVE,1242.0,HENNEPIN,AVE,,Minneapolis,55403.0,2019,96,davanni's pizza & hot hoagies
356,I4mAWCZV5iNL1Rk9fuK9Rg,The Pourhouse,44.9795303,-93.2717285,"10 South 5th St, Minneapolis 55402",3.0,111,the pourhouse,RESTAURANT,THE POURHOUSE,2923 GIRARD AVE S,2923.0,GIRARD,AVE,S,Minneapolis,55408.0,2018,100,the pourhouse
357,sZQpvBGrIPBM-_eWRVsHRg,Seward Community Co-op,44.9339485168457,-93.2718124389648,"317 E 38th St, Minneapolis 55409",4.0,26,seward community co-op,RESTAURANT,SEWARD COMMUNITY CO-OP,317 38TH ST E,317.0,38TH,ST,E,Minneapolis,,2018,100,seward community co-op
358,CeUsGqy_TNWB2gDdwD-zTw,Hibachi Daruma,44.97474,-93.27266,"820 Marquette Ave, Minneapolis 55402",3.5,34,hibachi daruma,RESTAURANT,HIBACHI DARUMA,820 MARQUETTE AVE,820.0,MARQUETTE,AVE,,Minneapolis,55402.0,2019,96,hibachi daruma
359,nJtp85Y7Lfob9gQsvnE2fg,Pineda Tacos Plus,44.948541,-93.270848,"330 E Lake St, Minneapolis 55408",4.5,16,pineda tacos plus,RESTAURANT,PINEDA TACOS PLUS,330 LAKE ST E,330.0,LAKE,ST,E,Minneapolis,55408.0,2018,98,pineda tacos plus
360,dc5ePhv-hObvrYG9cSQg4Q,Grass Roots Gourmet,44.9484849,-93.2610135,"920 E Lake St, Minneapolis 55407",5.0,9,grass roots gourmet,RESTAURANT,GRASS ROOTS GOURMET,920 LAKE ST E #130,920.0,LAKE,ST,E,Minneapolis,55407.0,2019,100,grass roots gourmet
361,F-c1EaX_VyChQxr4jl-csw,China Kitchen,44.97927,-93.26701,"330 2nd Ave S, Minneapolis 55401",4.0,19,china kitchen,RESTAURANT,CHINA KITCHEN,330 2ND AVE S #230,330.0,2ND,AVE,S,Minneapolis,55401.0,2019,98,china kitchen
362,BQvpnYJOnaKpBzDvGV_DVA,Patrick's Bakery & Cafe,44.89408,-93.29018,"6010 Lyndale Ave S, Minneapolis 55419",3.5,35,patrick's bakery & cafe,RESTAURANT,PATRICK'S BAKERY & CAFE,6010 LYNDALE AVE S,6010.0,LYNDALE,AVE,S,Minneapolis,55419.0,2019,98,patrick's bakery & cafe
363,yTNw2ZdXTs3_qxdXiKafow,Bread & Pickle,44.927969113415,-93.308315735701,"4135 W Lake Harriet Pkwy, Minneapolis 55419",3.0,93,bread & pickle,RESTAURANT,BREAD & PICKLE,4135 WEST LAKE HARRIET PKWY,4135.0,WEST LAKE HARRIET,PKWY,,Minneapolis,55409.0,2018,100,bread & pickle
364,UKSE4Axlcs1labHPkpWWvA,Cargo Food Authority,44.9796917826255,-93.2753775238037,"600 N 1st Ave, Minneapolis 55403",4.0,21,cargo food authority,RESTAURANT,CARGO FOOD AUTHORITY,600 1ST AVE N,600.0,1ST,AVE,N,Minneapolis,55403.0,2019,98,cargo food authority
365,FSoCl9nWKQ3azx-LPsZPTQ,China Express,44.980916,-93.23579,"409 14th Ave SE, Minneapolis 55414",3.5,34,china express,RESTAURANT,CHINA EXPRESS,409 14TH AVE SE,409.0,14TH,AVE,SE,Minneapolis,55414.0,2018,100,china express
366,2k6qCM--anK0eV3CrkaiRw,China Wok,44.9517822265625,-93.2333679199219,"2800 27th Ave S, Minneapolis 55406",3.5,64,china wok,RESTAURANT,CHINA WOK,2800 27TH AVE S,2800.0,27TH,AVE,S,Minneapolis,55406.0,2020,92,china wok
367,QYuSdP4zVTzoccC4cKsHsw,Jackson's Hole,44.98236,-93.2715,"106 N 3rd St, Minneapolis 55401",3.5,53,jackson's hole,RESTAURANT,JACKSON'S HOLE,106 3RD ST N,106.0,3RD,ST,N,Minneapolis,55401.0,2019,98,jackson's hole
368,rJfXqWLD-2wPC6RQKMAEgg,Good To Go,44.9770289737089,-93.2680177871719,"200 S 6th St, Minneapolis 55402",3.5,45,good to go,RESTAURANT,GOOD TO GO,800 LASALLE AVE #214,800.0,LASALLE,AVE,,Minneapolis,55402.0,2019,96,good to go
369,e1jCTJNQbzjeHW_VEc7g2Q,Igrill,44.97858,-93.2664,"331 2nd Ave S, Minneapolis 55401",3.5,33,igrill,RESTAURANT,IGRILL,331 2ND AVE S #206,331.0,2ND,AVE,S,Minneapolis,55401.0,2020,96,igrill
370,e1jCTJNQbzjeHW_VEc7g2Q,Igrill,44.97858,-93.2664,"331 2nd Ave S, Minneapolis 55401",3.5,33,igrill,RESTAURANT,IGRILL,2910 PILLSBURY AVE #409,2910.0,PILLSBURY,AVE,,Minneapolis,55408.0,2019,94,igrill
371,VLwEsESOvmZOF-skyEShSw,Conga Latin Bistro,44.989379177862,-93.253701475019,"501 Hennepin Ave E, Minneapolis 55414",3.0,79,conga latin bistro,RESTAURANT,CONGA LATIN BISTRO,501 HENNEPIN AVE E,501.0,HENNEPIN,AVE,E,Minneapolis,55414.0,2019,100,conga latin bistro
372,exgE0xBKDQNDUtGju7Hhig,Bryn Mawr Pizza & Deli,44.97377,-93.3087,"404 Cedar Lake Rd S, Minneapolis 55405",3.5,34,bryn mawr pizza & deli,RESTAURANT,BRYN MAWR PIZZA & DELI,404 CEDAR LAKE RD S,404.0,CEDAR LAKE,RD,S,Minneapolis,55405.0,2019,98,bryn mawr pizza & deli
373,irTAxcYgg8eVCahiV6VjEA,C McGee's Deli,44.9888466,-93.2811082,"901 N 3rd St, Minneapolis 55401",4.0,22,c mcgee's deli,RESTAURANT,C MCGEE'S DELI,901 3RD ST N #123,901.0,3RD,ST,N,Minneapolis,55401.0,2019,98,c mcgee's deli
374,uTJrWX3NoFK9OgfFzl_Pkg,Panera Bread,44.9754692,-93.2732066,"809 Nicollet Mall, Minneapolis 55402",3.0,68,panera bread,RESTAURANT,PANERA BREAD,810 27TH ST E,810.0,27TH,ST,E,Minneapolis,55407.0,2019,100,panera bread
375,pXNxN_jpbCcoUtAA--tyZQ,Fast Eddies Pizza,44.9165136995059,-93.2776775211096,"4747 Nicollet Ave, Minneapolis 55419",4.0,25,fast eddies pizza,RESTAURANT,FAST EDDIES PIZZA,4747 NICOLLET AVE,4747.0,NICOLLET,AVE,,Minneapolis,55419.0,2019,94,fast eddies pizza
376,dpAKPuEONVTHcsyIZX04Gw,Sphere,44.97834,-93.26862,"100 S 5th St, Minneapolis 55402",4.5,15,sphere,RESTAURANT,SPHERE,100 5TH ST S,100.0,5TH,ST,S,Minneapolis,55402.0,2019,100,sphere
377,p3qqi-qbwiYGgfRRbHxaag,Chinese Express,44.9479904,-93.2757797,"121 E Lake St, Minneapolis 55408",3.5,45,chinese express,RESTAURANT,CHINESE EXPRESS,121 LAKE ST E,121.0,LAKE,ST,E,Minneapolis,55408.0,2018,100,chinese express
378,TbPG6Zr9d3z3GYTSfSh7EA,Crystal Garden,44.9175791,-93.2163482,"4711 Hiawatha Ave, Minneapolis 55406",3.5,42,crystal garden,RESTAURANT,CRYSTAL GARDEN,4711 HIAWATHA AVE,4711.0,HIAWATHA,AVE,,Minneapolis,55406.0,2018,100,crystal garden
379,eUVB97WxukntBfYAMz8Qzw,India Palace,45.01879,-93.18658,"2570 Cleveland Ave N, Roseville 55113",3.5,228,india palace,RESTAURANT,INDIA PALACE,2546 HENNEPIN AVE,2546.0,HENNEPIN,AVE,,Minneapolis,55405.0,2019,88,india palace
380,3BrweyuHMhBpjGckFwn60g,Gatherings Cafe,44.963214691287,-93.2523108646274,"1530 E Franklin Ave, Minneapolis 55404",5.0,7,gatherings cafe,RESTAURANT,GATHERINGS CAFE,1530 FRANKLIN AVE E,1530.0,FRANKLIN,AVE,E,Minneapolis,55404.0,2019,96,gatherings cafe
381,O8lba5DnEQcLAIL1mmr5QQ,Sal's on Fifth,44.9797456598687,-93.272697774138,"10 N 5th St, Minneapolis 55403",3.5,37,sal's on fifth,RESTAURANT,SAL'S ON FIFTH,10 5TH ST N,10.0,5TH,ST,N,Minneapolis,55401.0,2019,98,sal's on fifth
382,lOCPUYRWWFcBY_Xj43u1Bg,Crepes Up Delicious,44.97727,-93.2687399,"120 S 6th St, Minneapolis 55402",4.5,13,crepes up delicious,RESTAURANT,CREPES UP DELICIOUS,120 6TH ST S #211,120.0,6TH,ST,S,Minneapolis,55402.0,2019,96,crepes up delicious
383,WIB_t97hhnXfzIdmnBGIDg,Ping's Szechuan Bar & Grill,44.9688282,-93.2776772,"1401 Nicollet Ave, Minneapolis 55403",3.0,70,ping's szechuan bar & grill,RESTAURANT,PING'S SZECHUAN BAR & GRILL,1401 NICOLLET AVE,1401.0,NICOLLET,AVE,,Minneapolis,55403.0,2019,96,ping's szechuan bar & grill
384,G4Duu8iv8vZQpHww7qfJnA,Bar Brava,44.998699,-93.281555,"1914 N Washington Ave, Minneapolis 55411",4.5,10,bar brava,RESTAURANT,BAR BRAVA,1914 WASHINGTON AVE N,1914.0,WASHINGTON,AVE,N,Minneapolis,55411.0,2019,82,bar brava
385,96eiSbITmJ7x3telDftzNw,Star Dragon,44.948657,-93.251716,"1540 E Lake St, Minneapolis 55407",3.0,46,star dragon,RESTAURANT,STAR DRAGON,1540 LAKE ST E,1540.0,LAKE,ST,E,Minneapolis,55407.0,2018,100,star dragon
386,8GxiNyWh2ODxRQdI6ULOWw,Devil's Advocate,44.9733883904789,-93.2755727934486,"1070 Nicollet Mall, Minneapolis 55403",3.5,32,devil's advocate,RESTAURANT,DEVIL'S ADVOCATE,1070 NICOLLET MALL,1070.0,NICOLLET MALL,,,Minneapolis,55403.0,2019,94,devil's advocate
387,_DgIGRRabbuxvwORosiD9w,Great Dragon,44.9632568,-93.2626877,"1916 Chicago Ave, Minneapolis 55404",3.5,40,great dragon,RESTAURANT,GREAT DRAGON,1916 CHICAGO AVE,1916.0,CHICAGO,AVE,,Minneapolis,55404.0,2019,100,great dragon
388,NzdgoqeOPrOoHYxg93ByEQ,Freshii,44.977317,-93.271283,"651 Nicollet Mall, Minneapolis 56601",3.0,42,freshii,RESTAURANT,FRESHII,651 NICOLLET MALL #239,651.0,NICOLLET MALL,,,Minneapolis,55402.0,2018,100,freshii
389,-iLQscfK_chaS-X9orCHJg,China Moon,44.9497340355295,-93.2925515031574,"2929 Dupont Ave, Minneapolis 55408",3.0,51,china moon,RESTAURANT,CHINA MOON,2929 DUPONT AVE S,2929.0,DUPONT,AVE,S,Minneapolis,55408.0,2019,100,china moon
390,ADnP1n7h6ZZb900eAGNUsw,Brava on Wheels,44.9763038208627,-93.2708945674286,"Food Truck 7th And Marquette, Minneapolis 55403",3.5,24,brava on wheels,FOOD TRUCK,BRAVA ON WHEELS,2021 HENNEPIN AVE E,2021.0,HENNEPIN,AVE,E,Minneapolis,55413.0,2018,96,brava on wheels
391,_IV7A-shfPUlbvdNR2861A,Best Steak House,44.90364,-93.2777,"5455 Nicollet Ave, Minneapolis 55419",3.5,34,best steak house,RESTAURANT,BEST STEAK HOUSE,5455 NICOLLET AVE,5455.0,NICOLLET,AVE,,Minneapolis,55419.0,2019,98,best steak house
392,U0twa-r9GehTA6DJAZJG_Q,Huie's Chow Mein,44.90549,-93.26302,"5358 Chicago Ave, Minneapolis 55417",4.0,16,huie's chow mein,RESTAURANT,HUIE'S CHOW MEIN,5358 CHICAGO AVE,5358.0,CHICAGO,AVE,,Minneapolis,55417.0,2019,94,huie's chow mein
393,SOzCglIyruMNgtOeA7yQhA,Blarney Pub & Grill,44.98077,-93.23504,"412 14th Ave SE, Minneapolis 55414",2.5,78,blarney pub & grill,RESTAURANT,BLARNEY PUB & GRILL,412 14TH AVE SE,412.0,14TH,AVE,SE,Minneapolis,55414.0,2019,92,blarney pub & grill
394,Hw_2k5tyfs8xVMA4miAgtQ,Market Bar-B-Que,45.0130028,-93.2650573,"220 NE Lowry Ave, Minneapolis 55418",3.0,50,market bar-b-que,FOOD TRUCK,MARKET BAR-B-QUE,220 LOWRY AVE NE,220.0,LOWRY,AVE,NE,Minneapolis,55418.0,2019,92,market bar-b-que
395,q5UQBXee7gR-etVuUEiXTQ,Jewel of India,44.97298,-93.24815,"1427 Washington Ave S, Minneapolis 55454",2.5,101,jewel of india,RESTAURANT,JEWEL OF INDIA,1427 WASHINGTON AVE S,1427.0,WASHINGTON,AVE,S,Minneapolis,55454.0,2019,94,jewel of india
396,prcUAFH-J-YhDQBt9QTfDg,Noodles & Company,44.9474746,-93.3214836,"3040 Excelsior Blvd At Lake, Minneapolis 55416",3.0,43,noodles & company,RESTAURANT,NOODLES & COMPANY,3040 EXCELSIOR BLVD,3040.0,EXCELSIOR,BLVD,,Minneapolis,55416.0,2019,100,noodles & company
397,prcUAFH-J-YhDQBt9QTfDg,Noodles & Company,44.9474746,-93.3214836,"3040 Excelsior Blvd At Lake, Minneapolis 55416",3.0,43,noodles & company,RESTAURANT,NOODLES & COMPANY,300 HENNEPIN AVE E,300.0,HENNEPIN,AVE,E,Minneapolis,55414.0,2019,94,noodles & company
398,y_GcG-RcDzTey8irPjsrVw,Noodles & Company,44.9734782,-93.2263615,"820 Washington Ave SE, Minneapolis 55414",3.0,39,noodles & company,RESTAURANT,NOODLES & COMPANY,3040 EXCELSIOR BLVD,3040.0,EXCELSIOR,BLVD,,Minneapolis,55416.0,2019,100,noodles & company
399,y_GcG-RcDzTey8irPjsrVw,Noodles & Company,44.9734782,-93.2263615,"820 Washington Ave SE, Minneapolis 55414",3.0,39,noodles & company,RESTAURANT,NOODLES & COMPANY,300 HENNEPIN AVE E,300.0,HENNEPIN,AVE,E,Minneapolis,55414.0,2019,94,noodles & company
400,QWsDfmAJDqlEz4C8EOz1_w,Thr3 Jack,44.98795,-93.27803,"729 N Washington Ave, Minneapolis 55401",4.5,10,thr3 jack,RESTAURANT,THR3 JACK,724 3RD ST N,724.0,3RD,ST,N,Minneapolis,55401.0,2019,92,thr3 jack
401,3gn2zHD4Xgmzb7QVn73nZA,The Fremont,44.9494705200195,-93.2960891723633,"1300 Lagoon Ave, Minneapolis 55408",2.5,67,the fremont,RESTAURANT,THE FREMONT,1300 LAGOON AVE,1300.0,LAGOON,AVE,,Minneapolis,55408.0,2019,100,the fremont
402,BPnHjfvB8BNUytI5rU1PvA,Bar Zia,44.9776,-93.2629,"420 S 4th St, Minneapolis 55415",3.0,40,bar zia,RESTAURANT,BAR ZIA,420 4TH ST S,420.0,4TH,ST,S,Minneapolis,55415.0,2019,96,bar zia
403,7H-_eo8vlr7mC9pyN8CY3g,Falafel King,44.9491430073769,-93.3207304163834,"3238 W Lake St, Minneapolis 55416",3.0,40,falafel king,RESTAURANT,FALAFEL KING,3238 LAKE ST W,3238.0,LAKE,ST,W,Minneapolis,55416.0,2019,100,falafel king
404,V-7qYsL2gw0W8YWmC7J4cQ,So Good Asian,44.977079,-93.268036,"200 S 6th St, Minneapolis 55402",4.0,16,so good asian,RESTAURANT,SO GOOD ASIAN,200 6TH ST S #SUITE 280,200.0,6TH,ST,S,Minneapolis,55402.0,2019,100,so good asian
405,HjFFHiY-eCcRDKlf_C1xrw,Hook Fish & Chicken,44.998878,-93.295295,"1127 W Broadway Ave, Minneapolis 55411",3.5,22,hook fish & chicken,RESTAURANT,HOOK FISH & CHICKEN,221 LAKE ST W,221.0,LAKE,ST,W,Minneapolis,55408.0,2019,96,hook fish & chicken
406,HjFFHiY-eCcRDKlf_C1xrw,Hook Fish & Chicken,44.998878,-93.295295,"1127 W Broadway Ave, Minneapolis 55411",3.5,22,hook fish & chicken,RESTAURANT,HOOK FISH & CHICKEN,1127 WEST BROADWAY,1127.0,WEST BROADWAY,,,Minneapolis,55411.0,2020,94,hook fish & chicken
407,H5_73iHnFzwcJcKvHfuihg,Lien Son Restaurant,44.99856,-93.24136,"1216 Broadway St NE, Minneapolis 55413",3.5,20,lien son restaurant,RESTAURANT,LIEN SON RESTAURANT,1216 BROADWAY ST NE,1216.0,BROADWAY,ST,NE,Minneapolis,55413.0,2019,98,lien son restaurant
408,fFcffz7HlA1R9fvALIGL5Q,Parkway Pizza,44.94937,-93.36029,"6325 Minnetonka Blvd, St Louis Park 55416",4.0,36,parkway pizza,RESTAURANT,PARKWAY PIZZA,4359 MINNEHAHA AVE,4359.0,MINNEHAHA,AVE,,Minneapolis,55406.0,2018,96,parkway pizza
409,fFcffz7HlA1R9fvALIGL5Q,Parkway Pizza,44.94937,-93.36029,"6325 Minnetonka Blvd, St Louis Park 55416",4.0,36,parkway pizza,RESTAURANT,PARKWAY PIZZA,2851 JOHNSON ST NE,2851.0,JOHNSON,ST,NE,Minneapolis,55418.0,2019,100,parkway pizza
410,CmqaDrlere02JPhe5mb2Cg,Fabulous Catering,44.9499,-93.25666,"2900 13th Ave S, Minneapolis 55407",5.0,5,fabulous catering,CATERER,FABULOUS CATERING,2900 13TH AVE S,2900.0,13TH,AVE,S,Minneapolis,55407.0,2019,100,fabulous catering
411,N3qVkq8P42uR6VXUKVmtxw,Wholesoul a Lavender & Sage Eatery,44.9398026,-93.2533339,", Minneapolis 55411",4.5,6,wholesoul a lavender & sage eatery,FOOD TRUCK,WHOLESOUL A LAVENDER & SAGE EATERY,3722 CHICAGO AVE,3722.0,CHICAGO,AVE,,Minneapolis,55407.0,2019,100,wholesoul a lavender & sage eatery
412,_RbElizwRNIG_BsLa4uS0Q,Gastrotruck,45.0122883,-93.2633064,"2400 University Ave NE, Minneapolis 55418",4.5,7,gastrotruck,FOOD TRUCK,GASTROTRUCK,2400 UNIVERSITY AVE NE,2400.0,UNIVERSITY,AVE,NE,Minneapolis,55418.0,2019,96,gastrotruck
413,r5jYoCdIe6eh4zFYdksYNg,Pair of Dice Pizza,45.00926,-93.31499,"2715 W Broadway Ave, Minneapolis 55411",3.5,20,pair of dice pizza,RESTAURANT,PAIR OF DICE PIZZA,2715 WEST BROADWAY,2715.0,WEST BROADWAY,,,Minneapolis,55411.0,2019,94,pair of dice pizza
414,EjKfJ7Al5Mm0YQRNjQtqiQ,La Alborada Market,44.948055267334,-93.245231628418,"1855 E Lake St, Minneapolis 55407",3.5,13,la alborada market,RESTAURANT,LA ALBORADA MARKET,1855 LAKE ST E,1855.0,LAKE,ST,E,Minneapolis,55407.0,2018,100,la alborada market
415,LvGXa3_xmSqOoGS3fsPG5g,New York Gyro,44.949151,-93.283917,"312 W Lake St, Minneapolis 55408",4.0,10,new york gyro,RESTAURANT,NEW YORK GYRO,312 LAKE ST W,312.0,LAKE,ST,W,Minneapolis,55408.0,2019,68,new york gyro
